troop_id,name_singular,name_plural
town_32_arena_master,Auctor,{!}Auctor
town_33_arena_master,Auctor,{!}Auctor
town_34_arena_master,Auctor,{!}Auctor
town_35_arena_master,Auctor,{!}Auctor
town_36_arena_master,Auctor,{!}Auctor
town_37_arena_master,Auctor,{!}Auctor
town_38_arena_master,Auctor,{!}Auctor
town_39_arena_master,Auctor,{!}Auctor
town_40_arena_master,Auctor,{!}Auctor
town_41_arena_master,Auctor,{!}Auctor
town_42_arena_master,Auctor,{!}Auctor
town_43_arena_master,Auctor,{!}Auctor
town_44_arena_master,Auctor,{!}Auctor
town_45_arena_master,Auctor,{!}Auctor
town_46_arena_master,Auctor,{!}Auctor
town_47_arena_master,Auctor,{!}Auctor
town_48_arena_master,Auctor,{!}Auctor
town_49_arena_master,Auctor,{!}Auctor
town_50_arena_master,Auctor,{!}Auctor
town_51_arena_master,Auctor,{!}Auctor
town_52_arena_master,Auctor,{!}Auctor
town_1_armorer,Armorer,{!}Armorer
town_2_armorer,Armorer,{!}Armorer
town_3_armorer,Armorer,{!}Armorer
town_4_armorer,Armorer,{!}Armorer
town_5_armorer,Armorer,{!}Armorer
town_6_armorer,Armorer,{!}Armorer
town_7_armorer,Armorer,{!}Armorer
town_8_armorer,Armorer,{!}Armorer
town_9_armorer,Armorer,{!}Armorer
town_10_armorer,Armorer,{!}Armorer
town_11_armorer,Armorer,{!}Armorer
town_12_armorer,Armorer,{!}Armorer
town_13_armorer,Armorer,{!}Armorer
town_14_armorer,Armorer,{!}Armorer
town_15_armorer,Armorer,{!}Armorer
town_16_armorer,Armorer,{!}Armorer
town_17_armorer,Armorer,{!}Armorer
town_18_armorer,Armorer,{!}Armorer
town_19_armorer,Armorer,{!}Armorer
town_20_armorer,Armorer,{!}Armorer
town_21_armorer,Armorer,{!}Armorer
town_22_armorer,Armorer,{!}Armorer
town_23_armorer,Armorer,{!}Armorer
town_24_armorer,Armorer,{!}Armorer
town_25_armorer,Armorer,{!}Armorer
town_26_armorer,Armorer,{!}Armorer
town_27_armorer,Armorer,{!}Armorer
town_28_armorer,Armorer,{!}Armorer
town_29_armorer,Armorer,{!}Armorer
town_30_armorer,Armorer,{!}Armorer
town_31_armorer,Armorer,{!}Armorer
town_32_armorer,Armorer,{!}Armorer
town_33_armorer,Armorer,{!}Armorer
town_34_armorer,Armorer,{!}Armorer
town_35_armorer,Armorer,{!}Armorer
town_36_armorer,Armorer,{!}Armorer
town_37_armorer,Armorer,{!}Armorer
town_38_armorer,Armorer,{!}Armorer
town_39_armorer,Armorer,{!}Armorer
town_40_armorer,Armorer,{!}Armorer
town_41_armorer,Armorer,{!}Armorer
town_42_armorer,Armorer,{!}Armorer
town_43_armorer,Armorer,{!}Armorer
town_44_armorer,Armorer,{!}Armorer
town_45_armorer,Armorer,{!}Armorer
town_46_armorer,Armorer,{!}Armorer
town_47_armorer,Armorer,{!}Armorer
town_48_armorer,Armorer,{!}Armorer
town_49_armorer,Armorer,{!}Armorer
town_50_armorer,Armorer,{!}Armorer
town_51_armorer,Armorer,{!}Armorer
town_52_armorer,Armorer,{!}Armorer
town_1_weaponsmith,Weaponsmith,{!}Weaponsmith
town_2_weaponsmith,Weaponsmith,{!}Weaponsmith
town_3_weaponsmith,Weaponsmith,{!}Weaponsmith
town_4_weaponsmith,Weaponsmith,{!}Weaponsmith
town_5_weaponsmith,Weaponsmith,{!}Weaponsmith
town_6_weaponsmith,Weaponsmith,{!}Weaponsmith
town_7_weaponsmith,Weaponsmith,{!}Weaponsmith
town_8_weaponsmith,Weaponsmith,{!}Weaponsmith
town_9_weaponsmith,Weaponsmith,{!}Weaponsmith
town_10_weaponsmith,Weaponsmith,{!}Weaponsmith
town_11_weaponsmith,Weaponsmith,{!}Weaponsmith
town_12_weaponsmith,Weaponsmith,{!}Weaponsmith
town_13_weaponsmith,Weaponsmith,{!}Weaponsmith
town_14_weaponsmith,Weaponsmith,{!}Weaponsmith
town_15_weaponsmith,Weaponsmith,{!}Weaponsmith
town_16_weaponsmith,Weaponsmith,{!}Weaponsmith
town_17_weaponsmith,Weaponsmith,{!}Weaponsmith
town_18_weaponsmith,Weaponsmith,{!}Weaponsmith
town_19_weaponsmith,Weaponsmith,{!}Weaponsmith
town_20_weaponsmith,Weaponsmith,{!}Weaponsmith
town_21_weaponsmith,Weaponsmith,{!}Weaponsmith
town_22_weaponsmith,Weaponsmith,{!}Weaponsmith
town_23_weaponsmith,Weaponsmith,{!}Weaponsmith
town_24_weaponsmith,Weaponsmith,{!}Weaponsmith
town_25_weaponsmith,Weaponsmith,{!}Weaponsmith
town_26_weaponsmith,Weaponsmith,{!}Weaponsmith
town_27_weaponsmith,Weaponsmith,{!}Weaponsmith
town_28_weaponsmith,Weaponsmith,{!}Weaponsmith
town_29_weaponsmith,Weaponsmith,{!}Weaponsmith
town_30_weaponsmith,Weaponsmith,{!}Weaponsmith
town_31_weaponsmith,Weaponsmith,{!}Weaponsmith
town_32_weaponsmith,Weaponsmith,{!}Weaponsmith
town_33_weaponsmith,Weaponsmith,{!}Weaponsmith
town_34_weaponsmith,Weaponsmith,{!}Weaponsmith
town_35_weaponsmith,Weaponsmith,{!}Weaponsmith
town_36_weaponsmith,Weaponsmith,{!}Weaponsmith
town_37_weaponsmith,Weaponsmith,{!}Weaponsmith
town_38_weaponsmith,Weaponsmith,{!}Weaponsmith
town_39_weaponsmith,Weaponsmith,{!}Weaponsmith
town_40_weaponsmith,Weaponsmith,{!}Weaponsmith
town_41_weaponsmith,Weaponsmith,{!}Weaponsmith
town_42_weaponsmith,Weaponsmith,{!}Weaponsmith
town_43_weaponsmith,Weaponsmith,{!}Weaponsmith
town_44_weaponsmith,Weaponsmith,{!}Weaponsmith
town_45_weaponsmith,Weaponsmith,{!}Weaponsmith
town_46_weaponsmith,Weaponsmith,{!}Weaponsmith
town_47_weaponsmith,Weaponsmith,{!}Weaponsmith
town_48_weaponsmith,Weaponsmith,{!}Weaponsmith
town_49_weaponsmith,Weaponsmith,{!}Weaponsmith
town_50_weaponsmith,Weaponsmith,{!}Weaponsmith
town_51_weaponsmith,Weaponsmith,{!}Weaponsmith
town_52_weaponsmith,Weaponsmith,{!}Weaponsmith
town_1_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_2_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_3_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_4_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_5_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_6_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_7_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_8_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_9_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_10_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_11_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_12_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_13_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_14_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_15_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_16_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_17_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_18_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_19_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_20_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_21_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_22_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_23_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_24_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_25_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_26_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_27_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_28_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_29_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_30_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_31_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_32_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_33_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_34_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_35_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_36_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_37_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_38_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_39_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_40_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_41_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_42_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_43_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_44_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_45_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_46_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_47_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_48_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_49_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_50_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_51_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_52_tavernkeeper,Tavern_Keeper,{!}Tavern_Keeper
town_1_merchant,Merchant,{!}Merchant
town_2_merchant,Merchant,{!}Merchant
town_3_merchant,Merchant,{!}Merchant
town_4_merchant,Merchant,{!}Merchant
town_5_merchant,Merchant,{!}Merchant
town_6_merchant,Mamertinus Crachus from Roma,Mamertinus Crachus from Roma
town_7_merchant,Merchant,{!}Merchant
town_8_merchant,Merchant,{!}Merchant
town_9_merchant,Merchant,{!}Merchant
town_10_merchant,Merchant,{!}Merchant
town_11_merchant,Merchant,{!}Merchant
town_12_merchant,Merchant,{!}Merchant
town_13_merchant,Merchant,{!}Merchant
town_14_merchant,Merchant,{!}Merchant
town_15_merchant,Merchant,{!}Merchant
town_16_merchant,Merchant,{!}Merchant
town_17_merchant,Merchant,{!}Merchant
town_18_merchant,Merchant,{!}Merchant
town_19_merchant,Merchant,{!}Merchant
town_20_merchant,Bastet,{!}Bastet
town_21_merchant,Merchant,{!}Merchant
town_22_merchant,Merchant,{!}Merchant
town_23_merchant,Merchant,{!}Merchant
town_24_merchant,Merchant,{!}Merchant
town_25_merchant,Merchant,{!}Merchant
town_26_merchant,Merchant,{!}Merchant
town_27_merchant,Merchant,{!}Merchant
town_28_merchant,Merchant,{!}Merchant
town_29_merchant,Merchant,{!}Merchant
town_30_merchant,Merchant,{!}Merchant
town_31_merchant,Merchant,{!}Merchant
town_32_merchant,Merchant,{!}Merchant
town_33_merchant,Merchant,{!}Merchant
town_34_merchant,Merchant,{!}Merchant
town_35_merchant,Merchant,{!}Merchant
town_36_merchant,Merchant,{!}Merchant
town_37_merchant,Merchant,{!}Merchant
town_38_merchant,Merchant,{!}Merchant
town_39_merchant,Merchant,{!}Merchant
town_40_merchant,Merchant,{!}Merchant
town_41_merchant,Merchant,{!}Merchant
town_42_merchant,Merchant,{!}Merchant
town_43_merchant,Merchant,{!}Merchant
town_44_merchant,Merchant,{!}Merchant
town_45_merchant,Merchant,{!}Merchant
town_46_merchant,Merchant,{!}Merchant
town_47_merchant,Merchant,{!}Merchant
town_48_merchant,Sinue Migdue,{!}Sinue Migdue
town_49_merchant,Merchant,{!}Merchant
town_50_merchant,Merchant,{!}Merchant
town_51_merchant,Merchant,{!}Merchant
town_52_merchant,Merchant,{!}Merchant
town_1_horse_merchant,Horse Merchant,{!}Town 1 Horse Merchant
town_2_horse_merchant,Horse Merchant,{!}Town 2 Horse Merchant
town_3_horse_merchant,Horse Merchant,{!}Town 3 Horse Merchant
town_4_horse_merchant,Horse Merchant,{!}Town 4 Horse Merchant
town_5_horse_merchant,Horse Merchant,{!}Town 5 Horse Merchant
town_6_horse_merchant,Horse Merchant,{!}Town 6 Horse Merchant
town_7_horse_merchant,Horse Merchant,{!}Town 7 Horse Merchant
town_8_horse_merchant,Horse Merchant,{!}Town 8 Horse Merchant
town_9_horse_merchant,Horse Merchant,{!}Town 9 Horse Merchant
town_10_horse_merchant,Horse Merchant,{!}Town 10 Horse Merchant
town_11_horse_merchant,Horse Merchant,{!}Town 11 Horse Merchant
town_12_horse_merchant,Horse Merchant,{!}Town 12 Horse Merchant
town_13_horse_merchant,Horse Merchant,{!}Town 13 Horse Merchant
town_14_horse_merchant,Horse Merchant,{!}Town 14 Horse Merchant
town_15_horse_merchant,Horse Merchant,{!}Town 15 Horse Merchant
town_16_horse_merchant,Horse Merchant,{!}Town 16 Horse Merchant
town_17_horse_merchant,Horse Merchant,{!}Town 17 Horse Merchant
town_18_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_19_horse_merchant,Horse Merchant,{!}Town 15 Horse Merchant
town_20_horse_merchant,Horse Merchant,{!}Town 16 Horse Merchant
town_21_horse_merchant,Horse Merchant,{!}Town 17 Horse Merchant
town_22_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_23_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_24_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_25_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_26_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_27_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_28_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_29_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_30_horse_merchant,Horse Merchant,{!}Town 13 Horse Merchant
town_31_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_32_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_33_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_34_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_35_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_36_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_37_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_38_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_39_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_40_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_41_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_42_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_43_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_44_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_45_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_46_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_47_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_48_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_49_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_50_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_51_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_52_horse_merchant,Horse Merchant,{!}Town 18 Horse Merchant
town_1_mayor,Magister Civium,{!}Magister Civium
town_2_mayor,Magister Civium,{!}Magister Civium
town_3_mayor,Magister Civium,{!}Magister Civium
town_4_mayor,Magister Civium,{!}Magister Civium
town_5_mayor,Magister Civium,{!}Magister Civium
town_6_mayor,Magister Civium Traianus,{!}Magister Civium
town_7_mayor,Magister Civium,{!}Magister Civium
town_8_mayor,Magister Civium,{!}Magister Civium
town_9_mayor,Magister Civium,{!}Magister Civium
town_10_mayor,Magister Civium,{!}Magister Civium
town_11_mayor,Magister Civium,{!}Magister Civium
town_12_mayor,Magister Civium,{!}Magister Civium
town_13_mayor,Magister Civium,{!}Magister Civium
town_14_mayor,Magister Civium,{!}Magister Civium
town_15_mayor,Magister Civium,{!}Magister Civium
town_16_mayor,Magister Civium,{!}Magister Civium
town_17_mayor,Magister Civium,{!}Magister Civium
town_18_mayor,Magister Civium,{!}Magister Civium
town_19_mayor,Magister Civium,{!}Magister Civium
town_20_mayor,Magister Civium,{!}Magister Civium
town_21_mayor,Magister Civium,{!}Magister Civium
town_22_mayor,Magister Civium,{!}Magister Civium
town_23_mayor,Magister Civium,{!}Magister Civium
town_24_mayor,Magister Civium,{!}Magister Civium
town_25_mayor,Magister Civium,{!}Magister Civium
town_26_mayor,Magister Civium,{!}Magister Civium
town_27_mayor,Magister Civium,{!}Magister Civium
town_28_mayor,Magister Civium,{!}Magister Civium
town_29_mayor,Magister Civium,{!}Magister Civium
town_30_mayor,Magister Civium,{!}Magister Civium
town_31_mayor,Magister Civium,{!}Magister Civium
town_32_mayor,Magister Civium,{!}Magister Civium
town_33_mayor,Magister Civium,{!}Magister Civium
town_34_mayor,Magister Civium,{!}Magister Civium
town_35_mayor,Magister Civium,{!}Magister Civium
town_36_mayor,Magister Civium,{!}Magister Civium
town_37_mayor,Magister Civium,{!}Magister Civium
town_38_mayor,Magister Civium,{!}Magister Civium
town_39_mayor,Magister Civium,{!}Magister Civium
town_40_mayor,Magister Civium,{!}Magister Civium
town_41_mayor,Magister Civium,{!}Magister Civium
town_42_mayor,Magister Civium,{!}Magister Civium
town_43_mayor,Magister Civium,{!}Magister Civium
town_44_mayor,Magister Civium,{!}Magister Civium
town_45_mayor,Magister Civium,{!}Magister Civium
town_46_mayor,Magister Civium,{!}Magister Civium
town_47_mayor,Magister Civium,{!}Magister Civium
town_48_mayor,Magister Civium,{!}Magister Civium
town_49_mayor,Magister Civium,{!}Magister Civium
town_50_mayor,Magister Civium,{!}Magister Civium
town_51_mayor,Magister Civium,{!}Magister Civium
town_52_mayor,Magister Civium,{!}Magister Civium
village_1_elder,Local_Leader,{!}village_1_elder
village_2_elder,Local_Leader,{!}village_1_elder
village_3_elder,Local_Leader,{!}village_1_elder
village_4_elder,Local_Leader,{!}village_1_elder
village_5_elder,Local_Leader,{!}village_1_elder
village_6_elder,Local_Leader,{!}village_1_elder
village_7_elder,Local_Leader,{!}village_1_elder
village_8_elder,Local_Leader,{!}village_1_elder
village_9_elder,Local_Leader,{!}village_1_elder
village_10_elder,Local_Leader,{!}village_1_elder
village_11_elder,Local_Leader,{!}village_1_elder
village_12_elder,Local_Leader,{!}village_1_elder
village_13_elder,Local_Leader,{!}village_1_elder
village_14_elder,Local_Leader,{!}village_1_elder
village_15_elder,Local_Leader,{!}village_1_elder
village_16_elder,Local_Leader,{!}village_1_elder
village_17_elder,Local_Leader,{!}village_1_elder
village_18_elder,Local_Leader,{!}village_1_elder
village_19_elder,Local_Leader,{!}village_1_elder
village_20_elder,Local_Leader,{!}village_1_elder
village_21_elder,Local_Leader,{!}village_1_elder
village_22_elder,Local_Leader,{!}village_1_elder
village_23_elder,Local_Leader,{!}village_1_elder
village_24_elder,Local_Leader,{!}village_1_elder
village_25_elder,Local_Leader,{!}village_1_elder
village_26_elder,Local_Leader,{!}village_1_elder
village_27_elder,Local_Leader,{!}village_1_elder
village_28_elder,Local_Leader,{!}village_1_elder
village_29_elder,Local_Leader,{!}village_1_elder
village_30_elder,Local_Leader,{!}village_1_elder
village_31_elder,Local_Leader,{!}village_1_elder
village_32_elder,Local_Leader,{!}village_1_elder
village_33_elder,Local_Leader,{!}village_1_elder
village_34_elder,Local_Leader,{!}village_1_elder
village_35_elder,Local_Leader,{!}village_1_elder
village_36_elder,Local_Leader,{!}village_1_elder
village_37_elder,Local_Leader,{!}village_1_elder
village_38_elder,Local_Leader,{!}village_1_elder
village_39_elder,Local_Leader,{!}village_1_elder
village_40_elder,Local_Leader,{!}village_1_elder
village_41_elder,Local_Leader,{!}village_1_elder
village_42_elder,Local_Leader,{!}village_1_elder
village_43_elder,Local_Leader,{!}village_1_elder
village_44_elder,Local_Leader,{!}village_1_elder
village_45_elder,Local_Leader,{!}village_1_elder
village_46_elder,Local_Leader,{!}village_1_elder
village_47_elder,Local_Leader,{!}village_1_elder
village_48_elder,Local_Leader,{!}village_1_elder
village_49_elder,Local_Leader,{!}village_1_elder
village_50_elder,Local_Leader,{!}village_1_elder
village_51_elder,Local_Leader,{!}village_1_elder
village_52_elder,Local_Leader,{!}village_1_elder
village_53_elder,Local_Leader,{!}village_1_elder
village_54_elder,Local_Leader,{!}village_1_elder
village_55_elder,Local_Leader,{!}village_1_elder
village_56_elder,Local_Leader,{!}village_1_elder
village_57_elder,Local_Leader,{!}village_1_elder
village_58_elder,Local_Leader,{!}village_1_elder
village_59_elder,Local_Leader,{!}village_1_elder
village_60_elder,Local_Leader,{!}village_1_elder
village_61_elder,Local_Leader,{!}village_1_elder
village_62_elder,Local_Leader,{!}village_1_elder
village_63_elder,Local_Leader,{!}village_1_elder
village_64_elder,Local_Leader,{!}village_1_elder
village_65_elder,Local_Leader,{!}village_1_elder
village_66_elder,Local_Leader,{!}village_1_elder
village_67_elder,Local_Leader,{!}village_1_elder
village_68_elder,Local_Leader,{!}village_1_elder
village_69_elder,Local_Leader,{!}village_1_elder
village_70_elder,Local_Leader,{!}village_1_elder
village_71_elder,Local_Leader,{!}village_1_elder
village_72_elder,Local_Leader,{!}village_1_elder
village_73_elder,Local_Leader,{!}village_1_elder
village_74_elder,Local_Leader,{!}village_1_elder
village_75_elder,Local_Leader,{!}village_1_elder
village_76_elder,Local_Leader,{!}village_1_elder
village_77_elder,Local_Leader,{!}village_1_elder
village_78_elder,Local_Leader,{!}village_1_elder
village_79_elder,Local_Leader,{!}village_1_elder
village_80_elder,Local_Leader,{!}village_1_elder
village_81_elder,Local_Leader,{!}village_1_elder
village_82_elder,Local_Leader,{!}village_1_elder
village_83_elder,Local_Leader,{!}village_1_elder
village_84_elder,Local_Leader,{!}village_1_elder
village_85_elder,Local_Leader,{!}village_1_elder
village_86_elder,Local_Leader,{!}village_1_elder
village_87_elder,Local_Leader,{!}village_1_elder
village_88_elder,Local_Leader,{!}village_1_elder
village_89_elder,Local_Leader,{!}village_1_elder
village_90_elder,Local_Leader,{!}village_1_elder
village_91_elder,Local_Leader,{!}village_1_elder
village_92_elder,Local_Leader,{!}village_1_elder
village_93_elder,Local_Leader,{!}village_1_elder
village_94_elder,Local_Leader,{!}village_1_elder
village_95_elder,Local_Leader,{!}village_1_elder
village_96_elder,Local_Leader,{!}village_1_elder
village_97_elder,Local_Leader,{!}village_1_elder
village_98_elder,Local_Leader,{!}village_1_elder
village_99_elder,Local_Leader,{!}village_1_elder
village_100_elder,Local_Leader,{!}village_1_elder
village_101_elder,Local_Leader,{!}village_1_elder
village_102_elder,Local_Leader,{!}village_1_elder
village_103_elder,Local_Leader,{!}village_1_elder
village_104_elder,Local_Leader,{!}village_1_elder
village_105_elder,Local_Leader,{!}village_1_elder
village_106_elder,Local_Leader,{!}village_1_elder
village_107_elder,Local_Leader,{!}village_1_elder
village_108_elder,Local_Leader,{!}village_1_elder
village_109_elder,Local_Leader,{!}village_1_elder
village_110_elder,Local_Leader,{!}village_1_elder
village_111_elder,Local_Leader,{!}village_1_elder
village_112_elder,Local_Leader,{!}village_1_elder
village_113_elder,Local_Leader,{!}village_1_elder
village_114_elder,Local_Leader,{!}village_1_elder
village_115_elder,Local_Leader,{!}village_1_elder
village_117_elder,Local_Leader,{!}village_1_elder
village_118_elder,Local_Leader,{!}village_1_elder
village_120_elder,Local_Leader,{!}village_1_elder
village_121_elder,Local_Leader,{!}village_1_elder
village_122_elder,Local_Leader,{!}village_1_elder
village_123_elder,Local_Leader,{!}village_1_elder
village_124_elder,Local_Leader,{!}village_1_elder
village_125_elder,Local_Leader,{!}village_1_elder
village_126_elder,Local_Leader,{!}village_1_elder
village_127_elder,Local_Leader,{!}village_1_elder
village_128_elder,Local_Leader,{!}village_1_elder
village_129_elder,Local_Leader,{!}village_1_elder
village_130_elder,Local_Leader,{!}village_1_elder
village_131_elder,Local_Leader,{!}village_1_elder
village_132_elder,Local_Leader,{!}village_1_elder
village_133_elder,Local_Leader,{!}village_1_elder
village_134_elder,Local_Leader,{!}village_1_elder
village_135_elder,Local_Leader,{!}village_1_elder
village_136_elder,Local_Leader,{!}village_1_elder
village_137_elder,Local_Leader,{!}village_1_elder
village_138_elder,Local_Leader,{!}village_1_elder
village_139_elder,Local_Leader,{!}village_1_elder
village_140_elder,Local_Leader,{!}village_1_elder
village_141_elder,Local_Leader,{!}village_1_elder
village_142_elder,Local_Leader,{!}village_1_elder
village_143_elder,Local_Leader,{!}village_1_elder
village_144_elder,Local_Leader,{!}village_1_elder
village_145_elder,Local_Leader,{!}village_1_elder
village_146_elder,Local_Leader,{!}village_1_elder
village_147_elder,Local_Leader,{!}village_1_elder
village_148_elder,Local_Leader,{!}village_1_elder
village_149_elder,Local_Leader,{!}village_1_elder
village_150_elder,Local_Leader,{!}village_1_elder
village_151_elder,Local_Leader,{!}village_1_elder
village_152_elder,Local_Leader,{!}village_1_elder
village_153_elder,Local_Leader,{!}village_1_elder
village_154_elder,Local_Leader,{!}village_1_elder
village_155_elder,Local_Leader,{!}village_1_elder
village_156_elder,Local_Leader,{!}village_1_elder
village_157_elder,Local_Leader,{!}village_1_elder
village_158_elder,Local_Leader,{!}village_1_elder
village_159_elder,Local_Leader,{!}village_1_elder
village_160_elder,Local_Leader,{!}village_1_elder
village_161_elder,Local_Leader,{!}village_1_elder
village_162_elder,Local_Leader,{!}village_1_elder
village_163_elder,Local_Leader,{!}village_1_elder
village_164_elder,Local_Leader,{!}village_1_elder
village_165_elder,Local_Leader,{!}village_1_elder
village_166_elder,Local_Leader,{!}village_1_elder
village_167_elder,Local_Leader,{!}village_1_elder
village_168_elder,Local_Leader,{!}village_1_elder
village_169_elder,Local_Leader,{!}village_1_elder
village_170_elder,Local_Leader,{!}village_1_elder
village_171_elder,Local_Leader,{!}village_1_elder
village_172_elder,Local_Leader,{!}village_1_elder
village_173_elder,Local_Leader,{!}village_1_elder
village_174_elder,Local_Leader,{!}village_1_elder
village_175_elder,Local_Leader,{!}village_1_elder
village_176_elder,Local_Leader,{!}village_1_elder
village_177_elder,Local_Leader,{!}village_1_elder
village_178_elder,Local_Leader,{!}village_1_elder
village_179_elder,Local_Leader,{!}village_1_elder
village_180_elder,Local_Leader,{!}village_1_elder
village_181_elder,Local_Leader,{!}village_1_elder
village_182_elder,Local_Leader,{!}village_1_elder
village_183_elder,Local_Leader,{!}village_1_elder
village_184_elder,Local_Leader,{!}village_1_elder
village_185_elder,Local_Leader,{!}village_1_elder
village_186_elder,Local_Leader,{!}village_1_elder
village_187_elder,Local_Leader,{!}village_1_elder
village_188_elder,Local_Leader,{!}village_1_elder
village_189_elder,Local_Leader,{!}village_1_elder
village_190_elder,Local_Leader,{!}village_1_elder
village_191_elder,Local_Leader,{!}village_1_elder
village_192_elder,Local_Leader,{!}village_1_elder
village_193_elder,Local_Leader,{!}village_1_elder
village_194_elder,Local_Leader,{!}village_1_elder
village_195_elder,Local_Leader,{!}village_1_elder
village_196_elder,Local_Leader,{!}village_1_elder
village_197_elder,Local_Leader,{!}village_1_elder
village_198_elder,Local_Leader,{!}village_1_elder
village_199_elder,Local_Leader,{!}village_1_elder
village_200_elder,Local_Leader,{!}village_1_elder
village_201_elder,Local_Leader,{!}village_1_elder
village_202_elder,Local_Leader,{!}village_1_elder
