stringsfile version 1
8840
str_no_string NO_STRING!
str_boots_short_bar_midage2 boots_short_bar_midage2
str_boots_short_bar_rugged boots_short_bar_rugged
str_boots_short_bar_african boots_short_bar_african
str_boots_short_bar_black3 boots_short_bar_black3
str_boots_short_bar boots_short_bar
str_body_african body_african
str_body_black3 body_black3
str_body_rugged body_rugged
str_body_midage2 body_midage2
str_body body
str_persian_tunic_1_skin_african persian_tunic_1_skin_african
str_persian_tunic_1_skin_black3 persian_tunic_1_skin_black3
str_persian_tunic_1_skin_rugged persian_tunic_1_skin_rugged
str_persian_tunic_1_skin_midage2 persian_tunic_1_skin_midage2
str_persian_tunic_1_skin persian_tunic_1_skin
str_arms_tunic arms_tunic
str_woman_dress_arms woman_dress_arms
str_woman_dress_arms_black woman_dress_arms_black
str_woman_dress_arms_brown woman_dress_arms_brown
str_woman_dress_arms2 woman_dress_arms2
str_woman_dress_arms2_black woman_dress_arms2_black
str_woman_dress_arms2_brown woman_dress_arms2_brown
str_woman_dress_arms3 woman_dress_arms3
str_woman_dress_arms3_black woman_dress_arms3_black
str_woman_dress_arms3_brown woman_dress_arms3_brown
str_woman_dress_arms3_fat woman_dress_arms3_fat
str_woman_dress_arms3_black_fat woman_dress_arms3_black_fat
str_woman_dress_arms3_brown_fat woman_dress_arms3_brown_fat
str_woman_dress_foot_brown woman_dress_foot_brown
str_woman_dress_foot_black woman_dress_foot_black
str_woman_dress_arms_sarmatian woman_dress_arms_sarmatian
str_woman_dress_arms_sarmatian_black woman_dress_arms_sarmatian_black
str_woman_dress_arms_sarmatian_brown woman_dress_arms_sarmatian_brown
str_braclets braclets
str_braclets_2 braclets_2
str_braclets_3 braclets_3
str_braclets_4 braclets_4
str_golden_belt golden_belt
str_female_body_boobs female_body_boobs
str_female_body female_body
str_female_body_feet female_body_feet
str_female_body_boobs_black female_body_boobs_black
str_female_body_black female_body_black
str_female_body_black_feet female_body_black_feet
str_female_body_boobs_brown female_body_boobs_brown
str_female_body_brown female_body_brown
str_female_body_brown_feet female_body_brown_feet
str_celt_cape_1 celt_cape_1
str_celt_cape_2 celt_cape_2
str_celt_cape_3 celt_cape_3
str_celt_cape_4 celt_cape_4
str_capes_end capes_end
str_celt_cape_noble_1 celt_cape_noble_1
str_celt_cape_noble_2 celt_cape_noble_2
str_celt_cape_noble_3 celt_cape_noble_3
str_celt_cape_noble_4 celt_cape_noble_4
str_capes_noble_end capes_noble_end
str_body_upper_african body_upper_african
str_body_upper_rugged body_upper_rugged
str_body_upper_black3 body_upper_black3
str_body_upper_miadage2 body_upper_miadage2
str_body_upper body_upper
str_leg_no_boots leg_no_boots
str_leg_no_boots_african leg_no_boots_african
str_leg_no_boots_black3 leg_no_boots_black3
str_leg_no_boots_midage2 leg_no_boots_midage2
str_leg_no_boots_rugged leg_no_boots_rugged
str_sporus_1 Today_has_been_an_interesting_day,_talked_with_the_envoy_of_Kushan,_quite_an_interesting_fellow,_is_he_not?
str_sporus_2 I_had_a_pleasant_conversation_with_envoy_of_the_Gaetuli,_quite_the_exotic_man.
str_sporus_3 I_have_eaten_soo_much_food_today,_I_am_full.
str_sporus_4 I_think_I_have_drunken_too_much_wine_yesterday,_I_have_a_terrible_hangover.
str_sporus_5 You_look_beautiful_today...
str_sporus_6 Fancy_clothes,_o_Caesar!
str_sporus_end end
str_aslan_fight Everything_turns_black._You_wake_up_lying_in_a_meadow_with_an_incredible_headache._Your_head_feels_like_you've_drunk_an_entire_wine_cellar_on_your_own._Nevertheless,_you_can_remember_that_you_defeated_Aslan._The_lion_will_no_longer_terrorize_Larissa._Additionally,_you_now_have_a_strong_armor_made_from_the_lions_fur.^^Time_to_report_back_to_the_local_leader.
str_aslan_help Everything_turns_black._You_wake_up_lying_in_a_meadow_with_an_incredible_headache._Your_head_feels_like_you've_drunk_an_entire_wine_cellar_on_your_own._However,_you_can_remember_that_Aslan_promised_to_no_longer_hunt_cattle_and_sheep_of_Larissa.^^Time_to_report_back_to_the_local_leader.
str_oliver_rumor I_heard_about_a_man_who_recently_sent_out_an_expedition_to_India_to_find_marble_but_they_haven't_returned_for_awhile._He_lives_in_Rome_and_is_currently_searching_for_an_adventurer_to_help_him.
str_bacchus_rumor It_is_said_that_wild_orgies_are_celebrated_in_an_extensive_cave_system_somewhere_in_Italy._People_say_Dyonisus_himself_host_those_feasts.
str_solus_rumor I_heard_that_the_philosopher_Solus_Monachus_is_holding_lectures_in_the_library_of_Alexandria.
str_hyroglyphs_no You_are_not_able_to_read_the_hieroglyphs.^^(You_need_more_intelligence.)
str_arminius_tomb_1 Desecrate_it!
str_arminius_tomb_2 Pay_your_respect.
str_arminius_tomb You_find_the_tomb_of_Arminius._Due_to_his_treason_three_legions_where_murdered._Thousands_of_Romans_where_sacrificed_to_Germanic_gods.
str_hyroglyphs ...Echnaton,_son_of_the_sun,_not_Ammon_but_Ra-Herachte_blessed_him,_and_Aton_manifested_himself_in_Echnaton._He_is_whom_Aton,_the_one_god,_has_send._Aton_is_the_one_god._He_has_created_the_land_and_the_river,_mankind_and_the_beasts,_and_all_that_is_upon_earth_..._Aton_is_the_only_god,_and_all_others_are_idols._He_spurns_no_one_who_turns_to_him._Rich_and_poor_are_equal_in_his_sight,_and_every_morning_we_greet_him_in_the_disk_of_the_sun_..._He_is_deathless_and_eternal_and_everywhere_present;_nothing_can_come_to_pass_without_him...
str_hyroglyphs_2 Echnaton,_son_of_Aton,_praises_his_name..._Aten_bends_low,_near_the_earth,_to_watch_over_his_creation;_he_takes_his_place_in_the_sky_for_the_same_purpose;_he_wearies_himself_in_the_service_of_the_creatures;_he_shines_for_them_all;_he_gives_them_sun_and_sends_them_rain._The_unborn_child_and_the_baby_chick_are_cared_for;_and_Akhenaten_asks_his_divine_father_to_'lift_up'_the_creatures_for_his_sake_so_that_they_might_aspire_to_the_condition_of_perfection_of_his_father,_Aten...
str_reg0_reg2 {!}{reg0}_(netto_change:_{reg2})
str_reg0_reg3 {!}{reg0}_({reg3}_denars_are_reinvested)
str_salary_string_1 Salary_(tribunus)
str_salary_string_2 Salary_(praefectus)
str_salary_string_3 Salary_(legatus)
str_extort_tax Raise_special_tax
str_extort_toll Raise_special_tariffs
str_extort_concile Raid_the_town_counsel
str_extort_tax_xp You_can_raise_a_special_tax._As_the_party_member_with_the_highest_trade_skill_({reg2}),_{reg3?you_expect:{s1}_expects}_it_would_take_{reg40}_hours_to_collect_this_tax_and_would_give_you_{reg30}_denars:_But_it_will_upset_the_citizens_of_{s39}.
str_extort_toll_xp You_can_raise_a_special_toll_on_goods_which_are_traded_today._This_would_upset_the_merchants_of_{s39}_and_the_villagers_of_the_surrounding_villages,_who_come_here_to_sell_their_goods._As_the_party_member_with_the_highest_trade_skill_({reg2}),_{reg3?you_expect:{s1}_expects}_it_would_take_{reg40}_hours_to_collect_the_toll_and_would_give_you_{reg30}_denars.
str_extort_concile_xp The_town_counsel_has_{reg31}_in_their_treasury._You_can_force_them_to_take_over_their_funds._It_would_take_you_2_hours_and_you_would_gain_{reg31}_denars.
str_center_manage_denied You_need_to_be_either_the_governor_of_the_town_or_increase_faction_centralization.
str_default_material default
str_pic_settlement_silvermine pic_settlement_silvermine
str_pic_settlement_manor pic_settlement_manor
str_pic_settlement_manor_germanic pic_settlement_manor_germanic
str_pic_settlement_manor_celtic pic_settlement_manor_celtic
str_pic_settlement_manor_dacian pic_settlement_manor_dacian
str_pic_settlement_manor_eastern pic_settlement_manor_eastern
str_pic_settlement_manor_nomadic pic_settlement_manor_nomadic
str_pic_settlement_mill pic_settlement_mill
str_pic_settlement_watchtower pic_settlement_watchtower
str_pic_settlement_school pic_settlement_school
str_pic_settlement_school_eastern pic_settlement_school_eastern
str_pic_settlement_school_dacian pic_settlement_school_dacian
str_pic_settlement_school_germanic pic_settlement_school_germanic
str_pic_settlement_school_celtic pic_settlement_school_celtic
str_pic_settlement_school_nomadic pic_settlement_school_nomadic
str_pic_settlement_ironmine pic_settlement_ironmine
str_pic_settlement_changeculture pic_settlement_changeculture
str_pic_settlement_changeculture_germanic pic_settlement_changeculture_germanic
str_pic_settlement_changeculture_celtic pic_settlement_changeculture_celtic
str_pic_settlement_changeculture_armenian pic_settlement_changeculture_armenian
str_pic_settlement_changeculture_dacian pic_settlement_changeculture_dacian
str_pic_settlement_changeculture_nomadic pic_settlement_changeculture_nomadic
str_pic_settlement_farms pic_settlement_farms
str_pic_settlement_farms_eastern pic_settlement_farms_eastern
str_pic_settlement_farms_celtic pic_settlement_farms_celtic
str_pic_settlement_farms_germanic pic_settlement_farms_germanic
str_pic_settlement_farms_dacian pic_settlement_farms_dacian
str_pic_settlement_cattle pic_settlement_cattle
str_pic_settlement_trader pic_settlement_trader
str_pic_settlement_trader_eastern pic_settlement_trader_eastern
str_pic_settlement_trader_germanic pic_settlement_trader_germanic
str_pic_settlement_trader_nomadic pic_settlement_trader_nomadic
str_pic_settlement_trader_celtic pic_settlement_trader_celtic
str_pic_settlement_trader_dacian pic_settlement_trader_dacian
str_pic_settlement_quarry pic_settlement_quarry
str_pic_settlement_irigation pic_settlement_irigation
str_pic_settlement_messenger pic_settlement_messenger
str_pic_settlement_guard pic_settlement_guard
str_pic_settlement_fishport pic_settlement_fishport
str_pic_settlement_roads pic_settlement_roads
str_pic_settlement_roads_eastern pic_settlement_roads_eastern
str_pic_settlement_roads_germanic pic_settlement_roads_germanic
str_pic_settlement_roads_celtic pic_settlement_roads_celtic
str_pic_settlement_roads_dacian pic_settlement_roads_dacian
str_pic_settlement_roads_nomadic pic_settlement_roads_nomadic
str_pic_settlement_hospital pic_settlement_hospital
str_pic_settlement_hospital_eastern pic_settlement_hospital_eastern
str_pic_settlement_hospital_germanic pic_settlement_hospital_germanic
str_pic_settlement_hospital_celtic pic_settlement_hospital_celtic
str_pic_settlement_hospital_dacian pic_settlement_hospital_dacian
str_pic_settlement_hospital_nomadic pic_settlement_hospital_nomadic
str_pic_settlement_prison pic_settlement_prison
str_pic_settlement_fire pic_settlement_fire
str_pic_settlement_fire_eastern pic_settlement_fire_eastern
str_pic_settlement_fire_germanic pic_settlement_fire_germanic
str_pic_settlement_fire_nomadic pic_settlement_fire_nomadic
str_pic_settlement_fire_celtic pic_settlement_fire_celtic
str_pic_settlement_fire_dacian pic_settlement_fire_dacian
str_pic_settlement_training pic_settlement_training
str_pic_settlement_slavemarket pic_settlement_slavemarket
str_pic_settlement_barracks pic_settlement_barracks
str_pic_settlement_barracks_eastern pic_settlement_barracks_eastern
str_pic_settlement_barracks_celtic pic_settlement_barracks_celtic
str_pic_settlement_barracks_germanic pic_settlement_barracks_germanic
str_pic_settlement_barracks_dacian pic_settlement_barracks_dacian
str_pic_settlement_barracks_nomadic pic_settlement_barracks_nomadic
str_pic_settlement_sewers pic_settlement_sewers
str_pic_settlement_sewers_eastern pic_settlement_sewers_eastern
str_pic_settlement_sewers_nomadic pic_settlement_sewers_nomadic
str_pic_settlement_sewers_germanic pic_settlement_sewers_germanic
str_pic_settlement_sewers_barbarian pic_settlement_sewers_barbarian
str_pic_settlement_industry pic_settlement_industry
str_pic_settlement_industry_eastern pic_settlement_industry_eastern
str_pic_settlement_industry_barbarian pic_settlement_industry_barbarian
str_pic_settlement_industry_grain pic_settlement_industry_grain
str_pic_settlement_loom pic_settlement_loom
str_pic_settlement_loom_eastern pic_settlement_loom_eastern
str_pic_settlement_loom_germanic pic_settlement_loom_germanic
str_pic_settlement_loom_celtic pic_settlement_loom_celtic
str_pic_settlement_loom_dacian pic_settlement_loom_dacian
str_pic_settlement_smithy pic_settlement_smithy
str_pic_settlement_smithy_generic pic_settlement_smithy_generic
str_pic_settlement_smithy_barbarian pic_settlement_smithy_barbarian
str_pic_settlement_port pic_settlement_port
str_pic_settlement_port_eastern pic_settlement_port_eastern
str_pic_settlement_port_barbarian pic_settlement_port_barbarian
str_pic_settlement_forum pic_settlement_forum
str_pic_settlement_forum_celtic pic_settlement_forum_celtic
str_pic_settlement_forum_eastern pic_settlement_forum_eastern
str_pic_settlement_forum_dacian pic_settlement_forum_dacian
str_pic_settlement_forum_nomadic pic_settlement_forum_nomadic
str_pic_settlement_forum_germanic pic_settlement_forum_germanic
str_pic_settlement_theatre pic_settlement_theatre
str_pic_settlement_theatre_eastern pic_settlement_theatre_eastern
str_pic_settlement_theatre_celtic pic_settlement_theatre_celtic
str_pic_settlement_theatre_germanic pic_settlement_theatre_germanic
str_pic_settlement_theatre_dacian pic_settlement_theatre_dacian
str_pic_settlement_theatre_nomadic pic_settlement_theatre_nomadic
str_pic_settlement_triumph pic_settlement_triumph
str_pic_settlement_triumph_germanic pic_settlement_triumph_germanic
str_pic_settlement_triumph_eastern pic_settlement_triumph_eastern
str_pic_settlement_triumph_celtic pic_settlement_triumph_celtic
str_pic_settlement_triumph_dacian pic_settlement_triumph_dacian
str_pic_settlement_triumph_nomadic pic_settlement_triumph_nomadic
str_pic_settlement_water pic_settlement_water
str_pic_settlement_water_eastern pic_settlement_water_eastern
str_pic_settlement_water_germanic pic_settlement_water_germanic
str_pic_settlement_water_celtic pic_settlement_water_celtic
str_pic_settlement_water_dacian pic_settlement_water_dacian
str_pic_settlement_water_nomadic pic_settlement_water_nomadic
str_pic_settlement_temple pic_settlement_temple
str_pic_settlement_temple_barbarian pic_settlement_temple_barbarian
str_pic_settlement_temple_eastern pic_settlement_temple_eastern
str_pic_settlement_amphitheatre pic_settlement_amphitheatre
str_war_cry You_encourage_your_troops_with_a_fearsome_cry!
str_won_chariot Chariot_race
str_won_horse Horse_race
str_won_mule Mule_race
str_won_throwing Spear_throw
str_won_fighting Pygmachia
str_won_running_tunic Diaulos
str_won_running_hoplit Hoplitodromos
str_won_throwing_2 Discus_throw
str_tribute_force_1 Some_angry_villagers_grab_their_tools._A_bold_boy_tries_to_attack_a_legionary_with_an_ax_but_he_is_captured._The_villages_recognizance_that_they_don't_have_any_chance_and_their_elder_orders_to_surrender_immediately._As_punishment,_several_children_are_enslaved_and_the_villagers_are_forced_to_kiss_the_eagle_of_the_legion._The_boy_who_tried_to_attack_the_legionary_is_beaten_to_death_while_his_parents_are_forced_to_watch.
str_tribute_force_2 Some_desperate_villagers_try_to_defend_themselves_but_as_they_only_have_tools_at_hand_they_have_no_chance._All_men_who_joined_the_small_uprising_are_killed,_some_children_and_women_are_enslaved_and_the_rest_of_the_villagers_is_forced_to_kiss_the_eagle_of_the_legion.^An_Optio_notes:_'Where_Rome_rules,_taxes_have_to_be_paid!'
str_tribute_force_3 The_villagers_do_not_resist._One_after_the_other,_they_bring_their_tribute._After_that,_they_must_kiss_the_legion's_eagle_as_a_sign_of_submission._As_a_young_man_brings_his_tribute,_a_woman_runs_screaming_to_him_to_prevent_him_kissing_the_eagle._She_is_holding_the_man_on_his_arms_and_is_shouting_words_at_the_legionaries_in_their_native_language._Probably_insults._The_man_tries_to_calm_her_down._The_legionaries_watch_the_scene_for_a_while,_then_four_of_them_step_forward._Two_hit_the_man_in_the_stomach_and_force_him_to_kneel_and_kiss_the_eagle,_while_the_other_two_grab_the_woman_and_drag_her_behind_a_hut._She_screams_for_a_while._As_the_two_legionaries_appear_again_one_can_only_hear_her_whining_quietly.
str_tribute_force_4 The_villagers_are_intimidated_by_the_superior_Roman_troops_that_they_do_not_dare_to_resist_at_all._One_after_the_other_they_bring_their_tribute,_kneel_before_the_eagle_and_kiss_it._Nobody_dares_to_resist.
str_tribute_force_5 The_villagers_do_not_dare_to_resist_at_all._One_after_the_other_they_bring_their_tribute,_kneel_before_the_eagle_and_kiss_it._Though_some_villagers_say_they_can't_pay_the_tribute,_as_they_are_poor_and_own_nothing._Thus_the_legionaries_visit_their_houses_and_collect_all_kinds_of_valuables._After_they_collected_enough_your_unit_leaves_the_village.
str_tribute_force_end end
str_companion_event_1 Life_is_harsh_in_the_wilderness._Winters_are_too_cold,_summers_too_hot._Wild_animals_or_bandits_are_constant_threats._Nevertheless,_your_companion_{s21}_gets_used_to_it.
str_companion_event_2 Your_companion_{s21}_learns_quickly_and_starts_to_slowly_adapt_to_the_exhausting_life_as_adventurer.
str_companion_event_3 The_adventurous_life_in_the_field_and_the_constant_training_makes_your_companion_{s21}_feel_strong_and_well
str_companion_event_4 During_todays_training_{s21}_showed_courage_and_bravery.
str_companion_event_5 With_each_day,_{s21}_is_getting_more_used_to_the_harsh_life_as_a_soldier.
str_companion_event_6 {s21}_showed_much_bravery_today_by_killing_a_wild_animal_which_was_spotted_near_the_camp.
str_companion_event_7 Life_as_adventurer_is_making_{s21}_more_experienced.
str_companion_event_end companion_event_end
str_companion_event_level {s21}_gained_experience!
str_companion_event_strength {s21}_gained_strength!
str_companion_event_agility {s21}_gained_agility!
str_s22_s23 {s23}^{s22}
str_investment_request_text1 shipping
str_investment_request_text2 agriculture
str_investment_request_text3 education
str_investment_request_text4 medicine
str_investment_request_text5 trade
str_investment_request_text6 entertainment
str_investment_request_text7 service
str_investment_request_text8 metalworking
str_investment_request_text9 food_processing
str_investment_request_text10 shipbuilding
str_investment_request_text11 private_security
str_investment_request_text12 lodging
str_investment_request_text13 woodworking
str_investment_request_text14 weaving
str_investment_request_text15 leatherworking
str_investment_request_end end
str_strategy_cam This_camera_follows_the_player._One_may_increase_distance_with_the_F_key_and_reduce_it_with_the_V_key._+/-_for_zoom,_numpad_for_game_speed_(when_cheats_are_enabled),_and_mouse_wheel_for_camera_speed.
str_tactical_controls Use_the_keyboard_NUMBERS_to_select_a_division._Press_0_to_select_your_entire_force.^^Use_F1-F4_to_order_selected_divisions._Keep_the_F1_key_down_to_place_selected_divisions._One_may_target_an_enemy_division_through_this_mechanism.^^Pressing_the_ENTER_key_often_initiates_an_overhead_Strategy_Camera.^^Pressing_the_BACKSPACE_key_often_initiates_a_Battle_Command_Display_with_'radar.'
str_tutorial_assign_fiefs Hover_mouse_over_settlement_to_view_basic_info._Click_to_toggle_view_of_all_fiefs_assigned_to_settlement_owner.^^To_change_colors,_click+shift_on_a_colorized_settlement.^^To_assign_fief,_click+control_on_settlement.^If_you_have_a_quaestor_appointed_you_will_gain_additional_information_about_the_selected_settlements.^If_you_have_a_censor_appointed_you_gain_additional_information_about_lords_of_own_realm_and_other_realms.
str_not_enough_influence You_don't_have_enough_influence!
str_irigation_name_rome Irrigation
str_irigation_description_rome Improving_the_irrigation_of_farms_and_pasture_land_will_improve_the_fertility_of_the_lands._It_will_also_lower_probability_of_droughts.
str_manor_name_rome Manor
str_manor_description_rome A_manor_lets_you_rest_at_the_village_and_pay_your_troops_half_wages_while_you_rest._You_can_also_garrison_troops_in_your_manor_to_protect_the_village_from_raiding._You_won't_have_to_pay_for_the_upkeep_of_stationed_troops,_but_you_can_only_add_up_to_maximal_150_men._Furthermore,_you_can_add_prisoners,_who_will_work_in_your_village_and_generate_additional_wealth._It_will_cost_500_denars_a_month_to_maintain_(costs_will_be_paid_from_rents).
str_guard_posts_name_rome Guard_Posts
str_guard_posts_description_rome Additional_guard_posts_will_help_fighting_banditry._Bandits_will_no_longer_be_able_to_infest_the_settlement_at_night_and_looter_will_no_longer_spawn_near_the_settlement._It_will_cost_300_denars_upkeep_which_will_be_taken_directly_from_the_rents.
str_sewers_name_rome Sewers
str_sewers_description_rome Building_sewers_and_keeping_the_poop_out_of_the_streets_will_improve_the_health_of_the_population_and_decrease_probability_of_diseases.
str_sewers_name_eastern Kariz
str_sewers_description_eastern Kariz_are_tunnel_networks_to_transport_water._Supply_of_fresh_water_will_improve_the_health_of_the_population_and_decrease_probability_of_diseases.
str_sewers_name_germanic Water_Collector
str_sewers_description_germanic Organizing_the_water_supply_will_improve_the_health_of_the_population_and_decrease_probability_of_diseases.
str_sewers_name_british Sacred_Enclosure
str_sewers_description_british Having_a_sacred_grove_in_the_middle_of_the_settlement_will_appease_the_gods_and_improve_the_health_of_the_population_and_decrease_probability_of_diseases.
str_sewers_name_dacian Sacred_Grove
str_sewers_description_dacian A_quiet_place_with_trees_in_the_middle_of_the_city_will_improve_the_health_of_the_population_and_decrease_probability_of_diseases.
str_sewers_name_nomadic Camp_of_Vitality
str_sewers_description_nomadic A_quiet_place_where_the_people_can_rest_will_improve_the_health_of_the_population_and_decrease_probability_of_diseases.
str_mills_name_rome Industrial_Mills
str_mills_description_rome An_industrial_mill_will_increase_production_of_bread_and_other_goods_and_thus_increase_wealth_and_rents.
str_mills_name_eastern Royal_Mills
str_mills_description_eastern Building_additional_mills_will_increase_production_of_bread_and_other_goods_and_thus_increase_wealth_and_rents.
str_mills_name_germanic Mills_and_Bakery
str_mills_description_germanic Building_more_mills_and_bakeries_will_increase_production_of_bread_and_other_goods_and_thus_increase_wealth_and_rents.
str_mills_name_british Mills_of_the_Chieftain
str_mills_description_british Having_additional_mills_will_increase_production_of_bread_and_other_goods_and_thus_increase_wealth_and_rents.
str_mills_name_dacian Royal_Granary
str_mills_description_dacian Additional_mills_and_a_place_to_store_the_grain_will_increase_production_of_bread_and_other_goods_and_thus_increase_wealth_and_rents.
str_mills_name_nomadic Tribal_Granary
str_mills_description_nomadic A_granary_to_store_grain_will_increase_production_of_bread_and_other_goods_and_thus_increase_wealth_and_rents.
str_looms_name_rome Industrial_Looms
str_looms_description_rome Industrial_looms_will_increase_production_of_linen_and_wool_cloths_and_thus_increase_wealth_and_rents.
str_looms_name_eastern Royal_Loom_Workshops
str_looms_description_eastern More_looms_will_increase_production_of_linen_and_wool_cloths_and_thus_increase_wealth_and_rents.
str_looms_name_germanic Loom_Workshops
str_looms_description_germanic Building_loom_workshops_looms_will_increase_production_of_linen_and_wool_cloths_and_thus_increase_wealth_and_rents.
str_looms_name_british Artisans
str_looms_description_british Artisans_producting_additional_linen_and_wool_cloths_will_increase_wealth_and_rents.
str_looms_name_dacian Royal_Looms
str_looms_description_dacian Investing_into_loom_workshops_will_increase_production_of_linen_and_wool_cloths_and_thus_increase_wealth_and_rents.
str_looms_name_nomadic Weavery_Camp
str_looms_description_nomadic Weaveries_will_increase_production_of_linen_and_wool_cloths_and_thus_increase_wealth_and_rents.
str_smithies_name_rome Industrial_Smithies
str_smithies_description_rome Industrial_smithies_will_increase_production_of_tools_and_other_metal_goods_and_thus_increase_wealth_and_rents.
str_smithies_name_eastern Royal_Smithies
str_smithies_description_eastern More_smithies_will_increase_production_of_tools_and_other_metal_goods_and_thus_increase_wealth_and_rents.
str_smithies_name_germanic Blacksmith
str_smithies_description_germanic A_blacksmith_will_increase_production_of_tools_and_other_metal_goods_and_thus_increase_wealth_and_rents.
str_smithies_name_british Toolmaker
str_smithies_description_british A_toolmaker_will_increase_production_of_tools_and_other_metal_goods_and_thus_increase_wealth_and_rents.
str_smithies_name_dacian Royal_Iron_Smelt_Works
str_smithies_description_dacian Investing_into_iron_smelt_works_will_increase_the_production_of_iron_and_other_metal_goods_and_thus_increase_wealth_and_rents.
str_smithies_name_nomadic Tribal_Smithies
str_smithies_description_nomadic Smithies_will_increase_production_of_tools_and_other_metal_goods_and_thus_increase_wealth_and_rents.
str_fishing_name_rome Fishing_Port
str_fishing_description_rome Building_an_own_port_for_a_fishing_fleet_will_increase_the_production_of_fish_and_thus_increase_rents._It_will_also_generate_500_denars_which_are_added_to_the_rents_(tolls).
str_roads_name_rome Paved_Roads
str_roads_description_rome Roads_simplify_transportation_and_will_increase_trade_and_prosperity._It_will_also_generate_2,000_denars_which_are_added_to_the_rents_(tolls).
str_roads_name_eastern Royal_Toll_Roads
str_roads_description_eastern Roads_simplify_transportation_and_will_increase_trade_and_prosperity._It_will_also_generate_2,000_denars_which_are_added_to_the_rents_(tolls).
str_roads_name_germanic Meadhall
str_roads_description_germanic Building_a_large_meadhall_will_increase_trade_and_prosperity_as_people_from_nearby_villages_will_come_to_spend_their_time_there._It_will_also_generate_2,000_denars_which_are_added_to_the_rents.
str_roads_name_british Farmer's_Market
str_roads_description_british A_large_marketplace_will_increase_trade_and_prosperity._It_will_also_generate_2,000_denars_which_are_added_to_the_rents.
str_roads_name_dacian Royal_Treasury
str_roads_description_dacian Minting_coins_and_additional_tax_collectors_will_increase_your_income_from_trade_and_it_will_also_generate_2,000_denars_which_are_added_to_the_rents.
str_roads_name_nomadic Marketplace
str_roads_description_nomadic A_marketplace_will_increase_trade_and_prosperity._It_will_also_generate_2,000_denars_which_are_added_to_the_rents_(tolls).
str_hospital_name_rome Hospital
str_hospital_description_rome A_hospital_will_improve_the_health_of_the_population_and_increase_your_relation_with_the_settlement._It_has_a_monthly_upkeep_of_1,000_denars_which_will_be_taken_from_the_rents.
str_hospital_name_eastern Shabestans
str_hospital_description_eastern Shabestans_are_an_underground_floor_with_windcatchers_to_provide_a_cool_environment._Thus,_they_will_improve_the_health_of_the_population_and_increase_your_relation_with_the_settlement._It_has_a_monthly_upkeep_of_1,000_denars_which_will_be_taken_from_the_rents.
str_hospital_name_germanic Healer
str_hospital_description_germanic A_healer_will_improve_the_health_of_the_population_by_treating_their_illnesses_and_increase_your_relation_with_the_settlement._It_has_a_monthly_upkeep_of_1,000_denars_which_will_be_taken_from_the_rents.
str_hospital_name_british Druid_Healer
str_hospital_description_british A_druidic_healer_will_improve_the_health_of_the_population_by_treating_their_illnesses_and_increase_your_relation_with_the_settlement._It_has_a_monthly_upkeep_of_1,000_denars_which_will_be_taken_from_the_rents.
str_hospital_name_dacian Grove_of_Derzelas
str_hospital_description_dacian Gaining_the_blessing_of_Derzelas_will_increase_the_health_of_the_population_and_increase_your_relation_with_the_settlement._It_has_a_monthly_upkeep_of_1,000_denars_which_will_be_taken_from_the_rents.
str_hospital_name_nomadic Shaman's_Hut
str_hospital_description_nomadic A_shaman_will_improve_the_health_of_the_population_by_treating_their_illnesses_and_increase_your_relation_with_the_settlement._It_has_a_monthly_upkeep_of_1,000_denars_which_will_be_taken_from_the_rents.
str_habour_name_rome Great_Harbour
str_habour_description_rome Enlarging_the_port_will_increase_tariffs_from_sea_trade_and_will_increase_prosperity_and_generate_additional_2,500_denars_of_rents_(tolls)._Building_such_a_large_project_will_give_you_renown_and_experience.
str_habour_name_eastern Grand_Merchant_Port
str_habour_description_eastern Enlarging_the_port_will_increase_tariffs_from_sea_trade_and_will_increase_prosperity_and_generate_additional_2,500_denars_of_rents_(tolls)._Building_such_a_large_project_will_give_you_renown_and_experience.
str_habour_name_germanic Docks
str_habour_description_germanic Building_docks_and_a_proper_port_will_increase_tariffs_from_sea_trade_and_will_increase_prosperity_and_generate_additional_2,500_denars_of_rents_(tolls)._Building_such_a_large_project_will_give_you_renown_and_experience.
str_habour_name_british Port
str_habour_description_british Building_a_port_will_increase_tariffs_from_sea_trade_and_will_increase_prosperity_and_generate_additional_2,500_denars_of_rents_(tolls)._Building_such_a_large_project_will_give_you_renown_and_experience.
str_habour_name_dacian Harbour
str_habour_description_dacian Enlarging_the_port_will_increase_tariffs_from_sea_trade_and_will_increase_prosperity_and_generate_additional_2,500_denars_of_rents_(tolls)._Building_such_a_large_project_will_give_you_renown_and_experience.
str_habour_name_nomadic Basic_Port
str_habour_description_nomadic Building_a_basic_port_will_increase_tariffs_from_sea_trade_and_will_increase_prosperity_and_generate_additional_2,500_denars_of_rents_(tolls)._Building_such_a_large_project_will_give_you_renown_and_experience.
str_farming_name_rome Provincial_Farming
str_farming_description_rome Investing_into_provincial_farming_and_irrigation_will_increase_the_production_of_grain_and_other_goods_and_thus_increase_rents.
str_farming_name_eastern Uzbari
str_farming_description_eastern Building_royal_estates_with_improved_irrigation_will_increase_the_production_of_grain_and_other_goods_and_thus_increase_rents.
str_farming_name_germanic Farmsteads
str_farming_description_germanic Building_more_farmsteads_will_increase_the_production_of_grain_and_other_goods_and_thus_increase_rents.
str_farming_name_british Oathsworn_Hamlets
str_farming_description_british Give_lands_to_minor_nobles_to_harvest_grain_and_other_goods_will_increase_rents.
